equipment_id;serial_number;name;station_code;category;manufacture;type;sampling_rate;input;installation_date;calibration_date;firmware_version;description;technician;status;supplier
D-DBNI-2006-2;1209;Digitizer;DBNI;Data Logger;Nanometrics;Trident;100 Hz;16 Vpp;2006-12-01;;;;;active;
GPB-DBNI-2019;RH5828;GPS Board;DBNI;GPS;Motorola;;;;2019-09-14;;;;;active;
GPR-DBNI-2006;23160085;GPS Receiver;DBNI;GPS;Trimble;Bullet-GPS-Antenna-5V;;;2006-12-01;;;;;active;
M-DBNI-2023;;Storage Media;DBNI;Storage Media;;;;;;;;;;active;
PB-DBNI-2019;;Baterai;DBNI;Sistem Power;Haze;HZY-SL12-70J;;;2019-09-09;;;;;active;
PC-DBNI-2006;628;Charger;DBNI;Sistem Power;Nanometrics;SolarRegulator;;;2006-12-01;;;;;active;
PSP-DBNI-2023;;Tipe 1 Panel;DBNI;Sistem Power;Solar World;SW-80;;;;;;;;active;
PSP-DBNI-2023-2;;Tipe 2 Panel;DBNI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
SA-DBNI-2006;G06145AS;Accelerometer;DBNI;Sensor;Geodevice;BBAS-2;;;2006-12-01;;;;;active;
SS-DBNI-2019;3000;Seismometer;DBNI;Sensor;Nanometrics;Trillium-120Q;;;2019-09-14;;;;;active;
CBM-DCJN-2020;1.47E+12;Modem;DCJN;Sistem Komunikasi;Robustel;R20004l;;;2020-11-18;;;;;active;
CIS-DCJN-2023;CN9AHDDDBM;Switch;DCJN;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-DCJN-2020;7302;Digitizer;DCJN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-11-18;;;;;active;
M-DCJN-2023;;Storage Media;DCJN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-DCJN-2020;2122;Accelerometer;DCJN;Sensor;Nanometrics;TitanOpen;;;2020-11-18;;;;;active;
CIM-DDSI-2019;2258;Modem Transceiver;DDSI;Sistem Komunikasi;Nanometrics;CYGNUS 210;;;2019-10-01;;;;;active;
COF-DDSI-2023;;Feed;DDSI;Sistem Komunikasi;;;;;;;;;;active;
COR-DDSI-2019;1901-N22618-00310;LNB;DDSI;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-DDSI-2019;A00775A84;SSPB;DDSI;Sistem Komunikasi;New Japan Radio;NJT8102F;;;2019-10-01;;;;;active;
COV-DDSI-2023;;VSAT Antenna;DDSI;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-DDSI-2019;11491049;GPS Receiver;DDSI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
M-DDSI-2019;;VSAT Storage Media;DDSI;Storage Media;;;;;2019-10-01;;;;;active;
PB-DDSI-2019;;Baterai;DDSI;Sistem Power;EverExceed;ES200;;;2019-10-01;;;;;active;
PC-DDSI-2019;406;Charger;DDSI;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-DDSI-2023;;Tipe 1 Panel;DDSI;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-DDSI-2023-2;;Tipe 2 Panel;DDSI;Sistem Power;;;;;;;;;;active;
SS-DDSI-2019;580;Seismometer;DDSI;Sensor;Nanometrics;Horizon;40 Hz;40 Vpp;2019-10-01;;;;;active;
CBM-DEBI-2022;1.47E+12;Modem;DEBI;Sistem Komunikasi;Robustel;Modem-GSM-Transceiver;;;2022-04-13;;;;;active;
CIS-DEBI-2023;CN9AHDD5MW;Switch;DEBI;Sistem Komunikasi;HP;8-Port-Hub;;;;;;;;active;
D-DEBI-2021;7876;Digitizer;DEBI;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2021-06-30;;;;;active;
M-DEBI-2023;;Storage Media;DEBI;Storage Media;Sandisk;SD Card;;;;;;;;active;
SA-DEBI-2008;415;Accelerometer;DEBI;Sensor;Metrozet;TSA-100S;;;2008-01-01;;;;;active;
CBM-DEMO-2021;1.47E+12;Modem;DEMO;Sistem Komunikasi;Robustel;R2000-4L;;;2021-09-08;;;;;active;
CIS-DEMO-2023;CN85HDDM44;Switch;DEMO;Sistem Komunikasi;HP;HPE 1420 8G;;;;;;;;active;
D-DEMO-2008;1646;Digitizer;DEMO;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2008-01-01;;;;;active;
M-DEMO-2023;;Storage Media;DEMO;Storage Media;SanDisk;Compact-Flash;;;;;;;;active;
SA-DEMO-2021;975;Accelerometer;DEMO;Sensor;Nanomatrics;Titan Acc;;;2021-09-08;;;;;active;
CIM-DNP-2005;656;Modem Transceiver;DNP;Sistem Komunikasi;Nanometrics;CYGNUS;;;2005-12-01;;;;;active;
COF-DNP-2023;;Feed;DNP;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-DNP-2005;52N09661497;LNB;DNP;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2005-12-01;;;;;active;
COT-DNP-2019;A00202A75;SSPB;DNP;Sistem Komunikasi;New Japan Radio;NJT-8102F-2W;;;2019-10-21;;;;;active;
COV-DNP-2023;;VSAT Antenna;DNP;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-DNP-2005;912;Digitizer;DNP;Data Logger;Nanometrics;Trident;40 Hz;40 Vpp;2005-12-01;;;;;active;
D-DNP-2005-2;929;Digitizer;DNP;Data Logger;Nanometrics;Trident;100 Hz;40 Vpp;2005-12-01;;;;;active;
GPB-DNP-2019;RH5903;GPS Board;DNP;GPS;Motorolla;;;;2019-10-21;;;;;active;
GPR-DNP-2005;22850075;GPS Receiver;DNP;GPS;Trimble;Bullet-GPS-Antenna-5V;;;2005-12-01;;;;;active;
M-DNP-2023;;Storage Media;DNP;Storage Media;;;;;;;;;;active;
PB-DNP-2018;;Baterai;DNP;Sistem Power;HAZE;HZY-SL12-70J;;;2018-03-31;;;;;active;
PC-DNP-2005;584;Charger;DNP;Sistem Power;Nanometrics;SolarRegulator;;;2005-12-01;;;;;active;
PSP-DNP-2023;;Tipe 1 Panel;DNP;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-DNP-2023-2;;Tipe 2 Panel;DNP;Sistem Power;;;;;;;;;;active;
SA-DNP-2019;1568;Accelerometer;DNP;Sensor;Nanometrics;Titan open;;;2019-10-21;;;;;active;
SS-DNP-2005;111;Seismometer;DNP;Sensor;Nanometrics;Trillium-120P;;;2005-12-01;;;;;active;
CIM-DOCM-2019;;Modem Transceiver;DOCM;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2019-10-01;;;;;active;
COF-DOCM-2023;;Feed;DOCM;Sistem Komunikasi;;;;;;;;;;active;
COR-DOCM-2019;;LNB;DOCM;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-DOCM-2019;;SSPB;DOCM;Sistem Komunikasi;Norsat;NJT8102;;;2019-10-01;;;;;active;
COV-DOCM-2023;;VSAT Antenna;DOCM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-DOCM-2019;;GPS Receiver;DOCM;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
PB-DOCM-2023;;Baterai;DOCM;Sistem Power;EverExceed;ES200;;;;;;;;active;
PC-DOCM-2019;;Charger;DOCM;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-DOCM-2023;;Tipe 1 Panel;DOCM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-DOCM-2023-2;;Tipe 2 Panel;DOCM;Sistem Power;;;;;;;;;;active;
SS-DOCM-2019;7540;Seismometer;DOCM;Sensor;Nanometrics;Trillium-Compact;40 Hz;40 Vpp;2019-10-01;;;;;active;
CIM-DSJR-2018;;Modem Transceiver;DSJR;Sistem Komunikasi;IDirect;Evolution-X3;;;2018-07-17;;;;;active;
COF-DSJR-2023;;Feed;DSJR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-DSJR-2018;;LNB;DSJR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-07-17;;;;;active;
COV-DSJR-2023;;VSAT Antenna;DSJR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-DSJR-2018;;Digitizer;DSJR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2018-07-17;;;;;active;
SA-DSJR-2018;;Accelerometer;DSJR;Sensor;Meisei;G210S;;;2018-07-17;;;;;active;
CIM-DSRI-2014;905;Modem Transceiver;DSRI;Sistem Komunikasi;Nanometrics;CYGNUS;;;2014-06-28;;;;;active;
COF-DSRI-2023;;Feed;DSRI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-DSRI-2006;65N10671481;LNB;DSRI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2006-01-01;;;;;active;
COT-DSRI-2019;A00204A75;SSPB;DSRI;Sistem Komunikasi;New Japan Radio;NJT8102F;;;2019-07-23;;;;;active;
COV-DSRI-2023;;VSAT Antenna;DSRI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-DSRI-2006;1203;Digitizer;DSRI;Data Logger;Nanometrics;Trident;40 Hz;40 Vpp;2006-01-01;;;;;active;
D-DSRI-2006-2;1354;Digitizer;DSRI;Data Logger;Nanometrics;Trident;100 Hz;16 Vpp;2006-01-01;;;;;active;
GPB-DSRI-2019;RH5854;GPS Board;DSRI;GPS;Nanometrics;;;;2019-07-23;;;;;active;
GPR-DSRI-2006;19460420;GPS Receiver;DSRI;GPS;Trimble;Bullet-GPS-Antenna-5V;;;2006-01-01;;;;;active;
M-DSRI-2023;;Storage Media;DSRI;Storage Media;;;;;;;;;;active;
PB-DSRI-2019;;Baterai;DSRI;Sistem Power;Haze;HZY-SL12-70J;;;2019-07-23;;;;;active;
PC-DSRI-2015;643;Charger;DSRI;Sistem Power;Nanometrics;SolarRegulator;;;2015-10-13;;;;;active;
PSP-DSRI-2023;;Tipe 1 Panel;DSRI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-DSRI-2023-2;;Tipe 2 Panel;DSRI;Sistem Power;Solar World;RB-184;;;;;;;;active;
SA-DSRI-2006;G06133AS;Accelerometer;DSRI;Sensor;Geodevice;BBAS-2;;;2006-01-01;;;;;active;
SS-DSRI-2014;1810;Seismometer;DSRI;Sensor;Nanometrics;Trillium-120P;;;2014-06-28;;;;;active;
CBM-DTJN-2020;1.47E+12;Modem;DTJN;Sistem Komunikasi;Robustel;R20004l;;;2020-11-04;;;;;active;
CIS-DTJN-2023;CN9AHDDDBZ;Switch;DTJN;Sistem Komunikasi;HP;8-Port-Hub;;;;;;;;active;
D-DTJN-2020;7155;Digitizer;DTJN;Data Logger;Nanometrics;Centaur;;;2020-11-04;;;;;active;
M-DTJN-2023;;Storage Media;DTJN;Storage Media;SanDisk;Compact-Flash;;;;;;;;active;
SA-DTJN-2020;2015;Accelerometer;DTJN;Sensor;Nanometrics;TitanOpen;;;2020-11-04;;;;;active;
CIM-DYPI-2019;2427;Modem Transceiver;DYPI;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2019-10-01;;;;;active;
COF-DYPI-2023;;Feed;DYPI;Sistem Komunikasi;;;;;;;;;;active;
COR-DYPI-2019;1901-N22618-00379;LNB;DYPI;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-DYPI-2019;A00265A76;SSPB;DYPI;Sistem Komunikasi;Norsat;NJT8102;;;2019-10-01;;;;;active;
COV-DYPI-2023;;VSAT Antenna;DYPI;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-DYPI-2019;;GPS Receiver;DYPI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
M-DYPI-2019;;VSAT Storage Media;DYPI;Storage Media;;;;;2019-10-01;;;;;active;
PB-DYPI-2019;;Baterai;DYPI;Sistem Power;EverExceed;ES200;;;2019-10-01;;;;;active;
PC-DYPI-2019;339;Charger;DYPI;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-DYPI-2023;;Tipe 1 Panel;DYPI;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-DYPI-2023-2;;Tipe 2 Panel;DYPI;Sistem Power;;;;;;;;;;active;
SS-DYPI-2019;626;Seismometer;DYPI;Sensor;Nanometrics;Horizon;40 Hz;40 Vpp;2019-10-01;;;;;active;
CBM-ECJN-2020;1.47E+12;Modem;ECJN;Sistem Komunikasi;Robustel;R20004l;;;2020-11-11;;;;;active;
CIS-ECJN-2023;CN9AHDD9Y7;Switch;ECJN;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-ECJN-2020;7315;Digitizer;ECJN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-11-11;;;;;active;
M-ECJN-2023;;Storage Media;ECJN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-ECJN-2020;2135;Accelerometer;ECJN;Sensor;Nanometrics;TitanOpen;;;2020-11-11;;;;;active;
CIM-EDFI-2020;682;Modem Transceiver;EDFI;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2020-09-04;;;;;active;
COF-EDFI-2023;;Feed;EDFI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-EDFI-2016;05N1278040123;LNB;EDFI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2016-05-10;;;;;active;
COT-EDFI-2016;A03445E54;SSPB;EDFI;Sistem Komunikasi;New Japan Radio;NJT-5667-2W;;;2016-05-10;;;;;active;
COV-EDFI-2023;;VSAT Antenna;EDFI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-EDFI-2013;772;Digitizer;EDFI;Data Logger;Nanometrics;Trident-305;100 Hz;40 Vpp;2013-12-04;;;;;active;
D-EDFI-2019;781;Digitizer;EDFI;Data Logger;Nanometrics;Trident-305;40 Hz;40 Vpp;2019-03-13;;;;;active;
GPB-EDFI-2023;;GPS Board;EDFI;GPS;;;;;;;;;;active;
GPR-EDFI-2013;159110320;GPS Receiver;EDFI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2013-12-04;;;;;active;
M-EDFI-2023;;Storage Media;EDFI;Storage Media;;;;;;;;;;active;
M-EDFI-2023-2;;Storage Media;EDFI;Storage Media;;Compact Flash;;;;;;;;active;
PB-EDFI-2021;;Baterai;EDFI;Sistem Power;Haze;HZY-SL12-70J;;;2021-11-11;;;;;active;
PC-EDFI-2020;327N;Charger;EDFI;Sistem Power;Nanometrics;SolarRegulator;;;2020-09-04;;;;;active;
PSP-EDFI-2023;;Tipe 1 Panel;EDFI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-EDFI-2023-2;;Tipe 2 Panel;EDFI;Sistem Power;Solar World;SW - 50;;;;;;;;active;
SA-EDFI-2008;400;Accelerometer;EDFI;Sensor;Metrozet;TSA-100S;;;2008-01-01;;;;;active;
SS-EDFI-2013;1945;Seismometer;EDFI;Sensor;Nanometrics;Trillium-120P;;;2013-12-04;;;;;active;
CIM-EGSI-2021;78672;Modem Transceiver;EGSI;Sistem Komunikasi;Idirect;IQ desktop +;;;2021-10-11;;;;;active;
COF-EGSI-2023;;Feed;EGSI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-EGSI-2008;7ZN11502249;LNB;EGSI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2008-10-01;;;;;active;
COT-EGSI-2021;A09152A15;SSPB;EGSI;Sistem Komunikasi;New Japan Radio;NJT-5667-2WF;;;2021-10-11;;;;;active;
COV-EGSI-2023;;VSAT Antenna;EGSI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-EGSI-2021;7160;Digitizer;EGSI;Data Logger;Guralp;Minimus +;50 Hz;40 Vpp;2021-10-11;;;;;active;
D-EGSI-2021-2;7160;Digitizer;EGSI;Data Logger;Guralp;Minimus +;100 Hz;40 Vpp;2021-10-11;;;;;active;
GPB-EGSI-2023;;GPS Board;EGSI;GPS;;;;;;;;;;active;
GPR-EGSI-2023;;GPS Receiver;EGSI;GPS;;;;;;;;;;active;
M-EGSI-2023;;Storage Media;EGSI;Storage Media;;Micro SD card;;;;;;;;active;
M-EGSI-2023-2;;Storage Media;EGSI;Storage Media;;;;;;;;;;active;
PB-EGSI-2021;;Baterai;EGSI;Sistem Power;Everexceed;ES200-12G;;;2021-10-11;;;;;active;
PC-EGSI-2021;03050470039A2EZ3-01636;Charger;EGSI;Sistem Power;Epever;MPPT Tracer 3210 AN;;;2021-10-11;;;;;active;
PSP-EGSI-2023;;Tipe 1 Panel;EGSI;Sistem Power;Solar Werk;SWM-260;;;;;;;;active;
PSP-EGSI-2023-2;;Tipe 2 Panel;EGSI;Sistem Power;;;;;;;;;;active;
SA-EGSI-2021;7160;Accelerometer;EGSI;Sensor;Guralp;Minimus + MEMS;;;2021-10-11;;;;;active;
SS-EGSI-2021;T310786;Seismometer;EGSI;Sensor;Guralp;3T 120;;;2021-10-11;;;;;active;
CIM-ERPI-2017;1102;Modem Transceiver;ERPI;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2017-12-15;;;;;active;
COF-ERPI-2023;;Feed;ERPI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-ERPI-2017;76N11380104;LNB;ERPI;Sistem Komunikasi;Norsat;3525 C-band pll LNB;;;2017-12-15;;;;;active;
COT-ERPI-2017;A03495E64;SSPB;ERPI;Sistem Komunikasi;New Japan Radio;NJT 5667;;;2017-12-15;;;;;active;
COV-ERPI-2023;;VSAT Antenna;ERPI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-ERPI-2017;3448;Digitizer;ERPI;Data Logger;Nanometrics;Centaur-6;40 Hz;40 Vpp;2017-12-15;;;;;active;
D-ERPI-2017-2;3448;Digitizer;ERPI;Data Logger;Nanometrics;Centaur-6;100 Hz;40 Vpp;2017-12-15;;;;;active;
GPB-ERPI-2023;;GPS Board;ERPI;GPS;;;;;;;;;;active;
GPR-ERPI-2017;28560328;GPS Receiver;ERPI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2017-12-15;;;;;active;
M-ERPI-2023;;Storage Media;ERPI;Storage Media;SanDisk;Compact-Flash;;;;;;;;active;
M-ERPI-2023-2;;Storage Media;ERPI;Storage Media;;;;;;;;;;active;
PB-ERPI-2020;;Baterai;ERPI;Sistem Power;Haze;HZY-SL12-70J;;;2020-11-13;;;;;active;
PC-ERPI-2020;244, 325N;Charger;ERPI;Sistem Power;Nanometrics;SolarRegulator;;;2020-11-13;;;;;active;
PSP-ERPI-2023;;Tipe 1 Panel;ERPI;Sistem Power;Solar World;RB-184;;;;;;;;active;
PSP-ERPI-2023-2;;Tipe 2 Panel;ERPI;Sistem Power;Solar World;RB-184;;;;;;;;active;
SA-ERPI-2017;1262;Accelerometer;ERPI;Sensor;Nanometrics;Titan open;;;2017-12-15;;;;;active;
SS-ERPI-2017;2874;Seismometer;ERPI;Sensor;Nanometrics;Trillium-120Q;;;2017-12-15;;;;;active;
CIM-ERPN-2023;190699;Modem Transceiver;ERPN;Sistem Komunikasi;iDirect;X3;;;;;;;;active;
CIS-ERPN-2023;CN57FQ60N5;Switch;ERPN;Sistem Komunikasi;HP;8-Port-Hub;;;;;;;;active;
D-ERPN-2022;9236;Digitizer;ERPN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2022-11-01;;;;;active;
M-ERPN-2023;;Storage Media;ERPN;Storage Media;SanDisk;SD Card;;;;;;;;active;
SA-ERPN-2017;111;Accelerometer;ERPN;Sensor;Nanometrics;TitanOpen;;;2017-09-19;;;;;active;
CIM-ESJR-2018;;Modem Transceiver;ESJR;Sistem Komunikasi;;;;;2018-07-19;;;;;active;
COF-ESJR-2023;;Feed;ESJR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-ESJR-2018;;LNB;ESJR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-07-19;;;;;active;
COV-ESJR-2023;;VSAT Antenna;ESJR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-ESJR-2018;;Digitizer;ESJR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2018-07-19;;;;;active;
SA-ESJR-2018;;Accelerometer;ESJR;Sensor;Meisei;G210S;;;2018-07-19;;;;;active;
CIM-ESNI-2021;81287;Modem Transceiver;ESNI;Sistem Komunikasi;iDirect;iQ Desktop+;;;2021-12-09;;;;;active;
COR-ESNI-2021;2110-M20622-02735;LNB;ESNI;Sistem Komunikasi;Norsat;3220F;;;2021-12-09;;;;;active;
COV-ESNI-2023;3040747-14;VSAT Antenna;ESNI;Sistem Komunikasi;Skyware;2.4 M C-Band;;;;;;;;active;
PB-ESNI-2023;LFP10024000921GG LFP10024001021GG LFP10024004121GG LFP10024005221GG LFP10024006221GG LFP10024009321GG;Baterai;ESNI;Sistem Power;Werk;LW24100LFP;;;;;;;;active;
PSP-ESNI-2023;JPV156MB3502110110033;Tipe 1 Panel;ESNI;Sistem Power;Jembo;350 WP;;;;;;;;active;
PSP-ESNI-2023-2;JPV156MB3502110110046;Tipe 2 Panel;ESNI;Sistem Power;Jembo;350 WP;;;;;;;;active;
SS-ESNI-2021;T310866;Seismometer;ESNI;Sensor;Guralp;3T-120 Posthole;50 Hz;40 Vpp;2021-12-09;;;;;active;
CBM-ESSN-2020;1.47E+12;Modem;ESSN;Sistem Komunikasi;Robustel;R20004l;;;2020-10-15;;;;;active;
CIS-ESSN-2023;CN9AHDD9RR;Switch;ESSN;Sistem Komunikasi;HP;8-Port-Hub;;;;;;;;active;
D-ESSN-2020;7294;Digitizer;ESSN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-10-15;;;;;active;
M-ESSN-2023;;Storage Media;ESSN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-ESSN-2020;2110;Accelerometer;ESSN;Sensor;Nanometrics;TitanOpen;;;2020-10-15;;;;;active;
CIM-FAKI-2013;140256;Modem Transceiver;FAKI;Sistem Komunikasi;IDirect;Evolution-X5;;;2013-10-14;;;;;active;
CIS-FAKI-2023;;Switch;FAKI;Sistem Komunikasi;Hirschmann;Spider-8TX;;;;;;;;active;
COF-FAKI-2023;;Feed;FAKI;Sistem Komunikasi;Prodelin;WR 137 C-Band X-Pol;;;;;;;;active;
COR-FAKI-2008;7XN11383156;LNB;FAKI;Sistem Komunikasi;Norsat;3225-F;;;2008-07-04;;;;;active;
COV-FAKI-2023;;VSAT Antenna;FAKI;Sistem Komunikasi;Prodelin;1183-1.8m-C-Band;;;;;;;;active;
D-FAKI-2008;0100000B65267ADE;Digitizer;FAKI;Data Logger;Kinemetrics;Q330;;;2008-07-04;;;;;active;
GPR-FAKI-2008;;GPS Receiver;FAKI;GPS;Trimble;Miniature-66800-XX;;;2008-07-04;;;;;active;
PB-FAKI-2023;;Baterai;FAKI;Sistem Power;Sonnenschein;SB12-185A;;;;;;;;active;
SA-FAKI-2014;6566;Accelerometer;FAKI;Sensor;Kinemetrics;FBA-ES-T;50 Hz;40 Vpp;2014-12-13;;;;;active;
SS-FAKI-2008;90527;Seismometer;FAKI;Sensor;Streckeisen;STS-2;50 Hz;40 Vpp;2008-07-04;;;;;active;
SW-FAKI-2023;1032230;Weather Sensor;FAKI;Sensor;Reinhardt GmbH;DFT 55 V;;;;;;;;active;
CIM-FKMPM-2020;223151;Modem Transceiver;FKMPM;Sistem Komunikasi;IDirect;Evolution-X1;;;2020-11-01;;;;;active;
COF-FKMPM-2023;;Feed;FKMPM;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-FKMPM-2020;86SN3639002602;LNB;FKMPM;Sistem Komunikasi;Norsat;Norsat C-band 3525F;;;2020-11-01;;;;;active;
COT-FKMPM-2020;A00958A07;SSPB;FKMPM;Sistem Komunikasi;Norsat;NJT8102F;;;2020-11-01;;;;;active;
COV-FKMPM-2023;;VSAT Antenna;FKMPM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-FKMPM-2020;;GPS Receiver;FKMPM;GPS;Trimble;Miniature-66800-XX;;;2020-11-01;;;;;active;
PB-FKMPM-2023;;Baterai;FKMPM;Sistem Power;EverExceed;ES200;;;;;;;;active;
PC-FKMPM-2020;;Charger;FKMPM;Sistem Power;LEN;LEN-Solar-Regulator;;;2020-11-01;;;;;active;
PSP-FKMPM-2023;;Tipe 1 Panel;FKMPM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-FKMPM-2023-2;;Tipe 2 Panel;FKMPM;Sistem Power;;;;;;;;;;active;
SS-FKMPM-2020;194047;Seismometer;FKMPM;Sensor;Metrozet;MBB-2;40 Hz;40 Vpp;2020-11-01;;;;;active;
CBA-GBJI-2023;;GSM Antenna;GBJI;Sistem Komunikasi;;;;;;;;;;active;
CBM-GBJI-2023;;Modem;GBJI;Sistem Komunikasi;;;;;;;;;;active;
CBM-GBJI-2023-2;;Modem;GBJI;Sistem Komunikasi;Teltonika;;;;;;;;;active;
CIM-GBJI-2019;217650;Modem Transceiver;GBJI;Sistem Komunikasi;iDirect;Evolution-X1;;;2019-10-01;;;;;active;
CIM-GBJI-2023;;Modem Transceiver;GBJI;Sistem Komunikasi;;;;;;;;;;active;
CIS-GBJI-2023;;Switch;GBJI;Sistem Komunikasi;;;;;;;;;;active;
CIS-GBJI-2023-2;TAIIB1010429;Switch;GBJI;Sistem Komunikasi;Moxa;EDS-316;;;;;;;;active;
COF-GBJI-2023;;Feed;GBJI;Sistem Komunikasi;;;;;;;;;;active;
COR-GBJI-2019;1709-N20204-10018;LNB;GBJI;Sistem Komunikasi;Norsat;5250-F;;;2019-10-01;;;;;active;
COR-GBJI-2023;;LNB;GBJI;Sistem Komunikasi;;;;;;;;;;active;
COV-GBJI-2023;;VSAT Antenna;GBJI;Sistem Komunikasi;;;;;;;;;;active;
COV-GBJI-2023-2;;VSAT Antenna;GBJI;Sistem Komunikasi;Skyware;180-1.8m-C-Band;;;;;;;;active;
SS-GBJI-2019;160925;Seismometer;GBJI;Sensor;Streckeisen;STS-2.5;20 Hz;40 Vpp;2019-10-01;;;;;active;
SS-GBJI-2023;;Seismometer;GBJI;Sensor;;;;;;;;;;active;
SW-GBJI-2023;;Weather Sensor;GBJI;Sensor;;;;;;;;;;active;
SW-GBJI-2023-2;1036651;Weather Sensor;GBJI;Sensor;Reinhardt GmbH;DFT-55V;;;;;;;;active;
CBA-GBJO-2022;;GSM Antenna;GBJO;Sistem Komunikasi;AMK;;;;2022-08-25;;;;;active;
CIM-GBJO-2022;1.47E+12;Modem Transceiver;GBJO;Sistem Komunikasi;Robustel;R2000-4L;;;2022-08-25;;;;;active;
CIM-GBJO-2023;;Modem Transceiver;GBJO;Sistem Komunikasi;;;;;;;;;;active;
CIS-GBJO-2023;CN62FQ60L5;Switch;GBJO;Sistem Komunikasi;HP;5-Port-Hub;;;;;;;;active;
COF-GBJO-2023;;Feed;GBJO;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-GBJO-2021;A01152A69;LNB;GBJO;Sistem Komunikasi;Norsat;NJS-8487-PLL-LNB;;;2021-06-11;;;;;active;
COV-GBJO-2023;;VSAT Antenna;GBJO;Sistem Komunikasi;Prodelin;1183-1.8m-C-Band;;;;;;;;active;
